"Experiment Name: ","Time_Base_Campaign_Example"
"Experiment Description: ","Example of a time base campaign with 2000 faults"
"Responsable: ","David Paiva"
"Date: ","12/10/2022 23:17:48"
"-"
"-"
"-"
"-"
"-"
"Target: ","EDC (CONASAT)"
"Fault Type: ","FAULT_TYPE_TIMEBASED"
"Register","Mask","T0","Tinj","T1","Tfim"
"LR","00000000000000000000000100000000","2000","5293","6000","12000"
"R3","00000000000000000000100000000000","2000","4168","6000","12000"
"R12","10000000000000000000000000000000","2000","5633","6000","12000"
"R10","00000000010000000000000000000000","2000","5677","6000","12000"
"R6","00000000000000000000000000100000","2000","2492","6000","12000"
"SP","00000000000000000000000000001000","2000","3494","6000","12000"
"R0","00000000000000000100000000000000","2000","2613","6000","12000"
"R8","00000000000000010000000000000000","2000","3371","6000","12000"
"R3","00000000000000000000000000001000","2000","3141","6000","12000"
"R12","00001000000000000000000000000000","2000","3113","6000","12000"
"R4","00000000000100000000000000000000","2000","5399","6000","12000"
"R5","00000000000000000010000000000000","2000","4614","6000","12000"
"R1","00000000000000000000100000000000","2000","5947","6000","12000"
"R7","01000000000000000000000000000000","2000","3427","6000","12000"
"R8","00000000000000000000000010000000","2000","3706","6000","12000"
"R2","00000000000001000000000000000000","2000","3323","6000","12000"
"R12","00000000000000000000000001000000","2000","5731","6000","12000"
"R10","00000000000000000000010000000000","2000","4680","6000","12000"
"R0","00000000000000000000000000001000","2000","3172","6000","12000"
"R0","00000000000000000000100000000000","2000","2149","6000","12000"
"R11","00000000000000000100000000000000","2000","2740","6000","12000"
"R1","00000000000000000100000000000000","2000","3053","6000","12000"
"R8","00000000000000000000000000001000","2000","4621","6000","12000"
"R5","00000000000000100000000000000000","2000","4514","6000","12000"
"R10","00000000000001000000000000000000","2000","3032","6000","12000"
"R8","00100000000000000000000000000000","2000","2218","6000","12000"
"R1","00000000000000000000000000000010","2000","4513","6000","12000"
"R9","00000100000000000000000000000000","2000","5300","6000","12000"
"R1","00000000000000000000001000000000","2000","4937","6000","12000"
"R8","00000000000001000000000000000000","2000","2073","6000","12000"
"R3","00100000000000000000000000000000","2000","2841","6000","12000"
"R1","00000000000000000000000000010000","2000","5821","6000","12000"
"R4","00000000000000000000000001000000","2000","3572","6000","12000"
"R12","00000000000000000000000000000100","2000","3668","6000","12000"
"SP","00000010000000000000000000000000","2000","2406","6000","12000"
"R6","00000000010000000000000000000000","2000","4417","6000","12000"
"R9","00000000000000000000000001000000","2000","3001","6000","12000"
"R7","00000000000000000000000000010000","2000","5050","6000","12000"
"R7","00000000000000000010000000000000","2000","4294","6000","12000"
"R6","00000000000001000000000000000000","2000","2439","6000","12000"
"R3","00000000000000000000000000010000","2000","3272","6000","12000"
"LR","01000000000000000000000000000000","2000","2025","6000","12000"
"R1","01000000000000000000000000000000","2000","4332","6000","12000"
"R1","00000000000000000000000001000000","2000","5624","6000","12000"
"R5","00000000000000001000000000000000","2000","4132","6000","12000"
"R2","00000000000000000000100000000000","2000","5285","6000","12000"
"PC","00000001000000000000000000000000","2000","5660","6000","12000"
"PC","00010000000000000000000000000000","2000","2462","6000","12000"
"SP","00000000000000000100000000000000","2000","3588","6000","12000"
"R8","00000000000000010000000000000000","2000","2352","6000","12000"
"R0","00001000000000000000000000000000","2000","2763","6000","12000"
"PC","00000000000001000000000000000000","2000","3302","6000","12000"
"R10","00000000000000000000000000100000","2000","4845","6000","12000"
"R4","00000000001000000000000000000000","2000","4271","6000","12000"
"R12","01000000000000000000000000000000","2000","4259","6000","12000"
"SP","00100000000000000000000000000000","2000","2526","6000","12000"
"R7","00000000000000000000000010000000","2000","4600","6000","12000"
"R9","00000000000001000000000000000000","2000","4299","6000","12000"
"R11","10000000000000000000000000000000","2000","2908","6000","12000"
"LR","00000000000000000100000000000000","2000","2615","6000","12000"
"R0","00000000000000000000100000000000","2000","3410","6000","12000"
"SP","00000100000000000000000000000000","2000","2540","6000","12000"
"R1","01000000000000000000000000000000","2000","5924","6000","12000"
"R1","00000000000000000000000000000100","2000","2243","6000","12000"
"R0","00000000001000000000000000000000","2000","4950","6000","12000"
"R9","10000000000000000000000000000000","2000","3071","6000","12000"
"LR","00000000000000000000000000000001","2000","2424","6000","12000"
"R9","00000000000000000000000000010000","2000","2839","6000","12000"
"LR","00000000000000100000000000000000","2000","3476","6000","12000"
"R10","00000000000000000000000000100000","2000","2673","6000","12000"
"R1","00100000000000000000000000000000","2000","2824","6000","12000"
"R4","00010000000000000000000000000000","2000","3722","6000","12000"
"R8","00000000000000000000000001000000","2000","5134","6000","12000"
"R12","00000000000000000000000000100000","2000","5490","6000","12000"
"R1","00000000000000000000000000000010","2000","5174","6000","12000"
"R3","00000000000000000000010000000000","2000","4372","6000","12000"
"LR","00100000000000000000000000000000","2000","2069","6000","12000"
"R1","00001000000000000000000000000000","2000","2195","6000","12000"
"R0","00000000000100000000000000000000","2000","4663","6000","12000"
"R6","00000000000001000000000000000000","2000","3599","6000","12000"
"R9","00000000000000000000000000010000","2000","5551","6000","12000"
"R2","00000000000000000000000001000000","2000","2023","6000","12000"
"PC","00000000000000000000000000100000","2000","5488","6000","12000"
"R1","00000000000000000001000000000000","2000","4697","6000","12000"
"R2","00000000000000000000000000100000","2000","2260","6000","12000"
"R7","00000000000000000010000000000000","2000","2597","6000","12000"
"R4","00000000000000000000100000000000","2000","5145","6000","12000"
"R11","00000000000000000000010000000000","2000","5232","6000","12000"
"R6","00000000000000000000000000000100","2000","3148","6000","12000"
"LR","00000000000001000000000000000000","2000","3747","6000","12000"
"R6","00000001000000000000000000000000","2000","4349","6000","12000"
"R2","00000001000000000000000000000000","2000","2387","6000","12000"
"PC","00000000000000000000000001000000","2000","5682","6000","12000"
"R11","00000000000010000000000000000000","2000","5116","6000","12000"
"R5","00000000000000000000000000100000","2000","2135","6000","12000"
"R0","00000000000000000000000001000000","2000","4071","6000","12000"
"R12","00000000000000000000000000001000","2000","2355","6000","12000"
"R8","00100000000000000000000000000000","2000","4459","6000","12000"
"R6","00000000000000000000000010000000","2000","3191","6000","12000"
"R9","00000000000000000000000000010000","2000","2095","6000","12000"
"R0","00000000000000000000000010000000","2000","2159","6000","12000"
"R0","00000000010000000000000000000000","2000","4493","6000","12000"
"R10","00000000010000000000000000000000","2000","5691","6000","12000"
"R5","00000100000000000000000000000000","2000","5331","6000","12000"
"R3","00000000000000000000000000010000","2000","5047","6000","12000"
"R0","00000000000000000000000000000100","2000","5891","6000","12000"
"R2","00000000000000000000100000000000","2000","4085","6000","12000"
"R11","00000000000000000010000000000000","2000","4282","6000","12000"
"R10","00000000000000000000001000000000","2000","3693","6000","12000"
"LR","00000000000000000000000000000010","2000","3981","6000","12000"
"R3","00100000000000000000000000000000","2000","4939","6000","12000"
"R6","10000000000000000000000000000000","2000","5967","6000","12000"
"R3","01000000000000000000000000000000","2000","4326","6000","12000"
"R12","00000000000100000000000000000000","2000","4783","6000","12000"
"R7","00000000000000100000000000000000","2000","3953","6000","12000"
"R1","00000000001000000000000000000000","2000","2686","6000","12000"
"SP","00001000000000000000000000000000","2000","5898","6000","12000"
"R4","00000000001000000000000000000000","2000","2543","6000","12000"
"R9","00001000000000000000000000000000","2000","3088","6000","12000"
"SP","00000000000000000000000000000100","2000","2263","6000","12000"
"R0","00000000000000000000000000001000","2000","5170","6000","12000"
"R12","00000000000000000000000000001000","2000","3604","6000","12000"
"R4","00000000000000000000100000000000","2000","5635","6000","12000"
"R9","00010000000000000000000000000000","2000","3114","6000","12000"
"R1","00000000000000000000000000010000","2000","4425","6000","12000"
"R4","00000000000000000100000000000000","2000","2408","6000","12000"
"R5","01000000000000000000000000000000","2000","2068","6000","12000"
"R9","00000000000000001000000000000000","2000","3818","6000","12000"
"R3","00000000000000000000100000000000","2000","2092","6000","12000"
"LR","00000000000000001000000000000000","2000","2295","6000","12000"
"R5","00000001000000000000000000000000","2000","3491","6000","12000"
"R0","00000000000000000000010000000000","2000","3178","6000","12000"
"R11","00000000010000000000000000000000","2000","2569","6000","12000"
"R9","00000000000001000000000000000000","2000","4302","6000","12000"
"R8","00000000000000000000000001000000","2000","4031","6000","12000"
"R0","00000000000000000000000000100000","2000","3490","6000","12000"
"R12","00100000000000000000000000000000","2000","2659","6000","12000"
"PC","00000000000000100000000000000000","2000","2076","6000","12000"
"R6","00000000000000000010000000000000","2000","4938","6000","12000"
"R0","00000000000000000000000000010000","2000","5354","6000","12000"
"R3","00000010000000000000000000000000","2000","4971","6000","12000"
"R2","00000000001000000000000000000000","2000","4243","6000","12000"
"R3","00000000000000000010000000000000","2000","5048","6000","12000"
"R2","00000000100000000000000000000000","2000","5948","6000","12000"
"R1","01000000000000000000000000000000","2000","5704","6000","12000"
"R12","00000000000000000000000000010000","2000","5351","6000","12000"
"LR","00000001000000000000000000000000","2000","4208","6000","12000"
"R10","00100000000000000000000000000000","2000","4566","6000","12000"
"R5","00000000000000000000000000010000","2000","3664","6000","12000"
"R4","00000000000000000000000100000000","2000","4941","6000","12000"
"R2","00000000000000000100000000000000","2000","5097","6000","12000"
"R12","00000000000000100000000000000000","2000","2197","6000","12000"
"R4","00000000000000000000000000010000","2000","5804","6000","12000"
"R7","00000000000000000000100000000000","2000","5725","6000","12000"
"R7","00000000000000000010000000000000","2000","4974","6000","12000"
"R4","00001000000000000000000000000000","2000","2011","6000","12000"
"R6","00000000000000000000010000000000","2000","5656","6000","12000"
"R12","01000000000000000000000000000000","2000","3729","6000","12000"
"R7","00000000000100000000000000000000","2000","4794","6000","12000"
"R9","00000001000000000000000000000000","2000","3018","6000","12000"
"R10","00000000000000000000010000000000","2000","3391","6000","12000"
"R8","00000000000000000000000100000000","2000","2947","6000","12000"
"R5","00000000000100000000000000000000","2000","3612","6000","12000"
"R10","00010000000000000000000000000000","2000","4038","6000","12000"
"SP","00010000000000000000000000000000","2000","2018","6000","12000"
"R1","00000000010000000000000000000000","2000","5650","6000","12000"
"LR","00100000000000000000000000000000","2000","2452","6000","12000"
"R4","00000000000000100000000000000000","2000","2871","6000","12000"
"R0","10000000000000000000000000000000","2000","2994","6000","12000"
"PC","00000000000000000000000000000001","2000","3677","6000","12000"
"R4","00000000100000000000000000000000","2000","4851","6000","12000"
"LR","00000100000000000000000000000000","2000","3716","6000","12000"
"SP","00000000000000000001000000000000","2000","3025","6000","12000"
"R0","00000000000010000000000000000000","2000","2181","6000","12000"
"R10","10000000000000000000000000000000","2000","3838","6000","12000"
"R2","00000000000000000000100000000000","2000","5496","6000","12000"
"R6","00000000010000000000000000000000","2000","5685","6000","12000"
"R0","00000000000000000000000000001000","2000","4591","6000","12000"
"R6","00000000000000000000000100000000","2000","3180","6000","12000"
"R11","10000000000000000000000000000000","2000","4447","6000","12000"
"R1","00000000000000100000000000000000","2000","4069","6000","12000"
"R12","00000000000000000000000000001000","2000","3199","6000","12000"
"R8","00000000000000000000001000000000","2000","2883","6000","12000"
"R9","00000000000000000100000000000000","2000","4586","6000","12000"
"R8","00000000000000000000010000000000","2000","5849","6000","12000"
"R1","00000000000000000000000000001000","2000","3966","6000","12000"
"SP","00000000000000000000000010000000","2000","4158","6000","12000"
"R12","00001000000000000000000000000000","2000","4614","6000","12000"
"R0","00000000000000000000000000001000","2000","2013","6000","12000"
"R3","00000000100000000000000000000000","2000","2613","6000","12000"
"R4","00000000000000100000000000000000","2000","5513","6000","12000"
"R10","00000000000000000001000000000000","2000","2697","6000","12000"
"R0","00000000000000000000000000000010","2000","5710","6000","12000"
"SP","00000001000000000000000000000000","2000","3247","6000","12000"
"R6","00000000000001000000000000000000","2000","2242","6000","12000"
"R12","00000100000000000000000000000000","2000","5381","6000","12000"
"PC","00000000001000000000000000000000","2000","3963","6000","12000"
"R9","00000000000000000000000000100000","2000","5210","6000","12000"
"R11","00001000000000000000000000000000","2000","2586","6000","12000"
"R5","00000000000000000000000000100000","2000","5490","6000","12000"
"R4","10000000000000000000000000000000","2000","5413","6000","12000"
"R7","00000000000000001000000000000000","2000","4678","6000","12000"
"R11","10000000000000000000000000000000","2000","5938","6000","12000"
"R10","00000000000000000000000010000000","2000","2088","6000","12000"
"R12","00000000000000100000000000000000","2000","2974","6000","12000"
"R11","00000001000000000000000000000000","2000","4740","6000","12000"
"R1","01000000000000000000000000000000","2000","3326","6000","12000"
"R3","00000000001000000000000000000000","2000","3105","6000","12000"
"R5","00010000000000000000000000000000","2000","2989","6000","12000"
"R8","00000000001000000000000000000000","2000","2695","6000","12000"
"R1","00100000000000000000000000000000","2000","2917","6000","12000"
"R6","00000000000100000000000000000000","2000","3451","6000","12000"
"R2","00000000000000100000000000000000","2000","3689","6000","12000"
"R1","00000000000000000000010000000000","2000","3526","6000","12000"
"SP","00000000000000000000000001000000","2000","3294","6000","12000"
"PC","00000000000000001000000000000000","2000","3476","6000","12000"
"R0","00000000000000000000000100000000","2000","5721","6000","12000"
"R1","00000000010000000000000000000000","2000","3095","6000","12000"
"R12","00000000000000001000000000000000","2000","3283","6000","12000"
"LR","00000000000000000100000000000000","2000","2700","6000","12000"
"SP","00001000000000000000000000000000","2000","5306","6000","12000"
"R7","00000000010000000000000000000000","2000","5237","6000","12000"
"R11","00000000000000000000000000010000","2000","4001","6000","12000"
"R3","00000000000000000000000000000100","2000","3910","6000","12000"
"LR","00000000000000000000000000010000","2000","3864","6000","12000"
"R10","00000000000000000000010000000000","2000","4187","6000","12000"
"R7","00100000000000000000000000000000","2000","2870","6000","12000"
"R11","01000000000000000000000000000000","2000","2310","6000","12000"
"R0","00000000000000100000000000000000","2000","2930","6000","12000"
"R11","00000000000100000000000000000000","2000","3751","6000","12000"
"R2","00000000000000000000010000000000","2000","2385","6000","12000"
"LR","00000000000000000000001000000000","2000","4627","6000","12000"
"R0","00000000000000000000000000000100","2000","3482","6000","12000"
"R4","00000000000000000000000000000100","2000","2615","6000","12000"
"R4","00000000001000000000000000000000","2000","5958","6000","12000"
"R2","00100000000000000000000000000000","2000","5270","6000","12000"
"R3","00000000000000000100000000000000","2000","4883","6000","12000"
"R0","00000000000000000010000000000000","2000","2606","6000","12000"
"R7","00000000000000000001000000000000","2000","2711","6000","12000"
"R8","00000000000000000000000001000000","2000","5113","6000","12000"
"R0","00000000000000000000000000000010","2000","5073","6000","12000"
"R12","01000000000000000000000000000000","2000","4815","6000","12000"
"R6","00000000001000000000000000000000","2000","2203","6000","12000"
"R3","00010000000000000000000000000000","2000","4809","6000","12000"
"R1","00000000000000001000000000000000","2000","5307","6000","12000"
"R10","00000000000000000010000000000000","2000","5248","6000","12000"
"LR","00000000000000000000000000001000","2000","3290","6000","12000"
"R8","00010000000000000000000000000000","2000","5972","6000","12000"
"R9","00000100000000000000000000000000","2000","2540","6000","12000"
"R0","00000000000010000000000000000000","2000","4617","6000","12000"
"R0","00000000000000000000000000010000","2000","3341","6000","12000"
"PC","00001000000000000000000000000000","2000","5227","6000","12000"
"R5","00001000000000000000000000000000","2000","3021","6000","12000"
"R11","00000100000000000000000000000000","2000","3762","6000","12000"
"R7","00000000010000000000000000000000","2000","4674","6000","12000"
"R0","00000000000010000000000000000000","2000","4384","6000","12000"
"R10","00000000000000000000000000000100","2000","2909","6000","12000"
"R0","00001000000000000000000000000000","2000","5064","6000","12000"
"R8","00000000000000000001000000000000","2000","3799","6000","12000"
"R7","00000000000000000000000000000001","2000","5481","6000","12000"
"R10","00000000000000000000001000000000","2000","3753","6000","12000"
"R10","10000000000000000000000000000000","2000","5431","6000","12000"
"R12","00000000000000000001000000000000","2000","4090","6000","12000"
"R12","00100000000000000000000000000000","2000","3547","6000","12000"
"R5","00000000000000000000000010000000","2000","2227","6000","12000"
"R0","00000000010000000000000000000000","2000","4913","6000","12000"
"R11","00001000000000000000000000000000","2000","3887","6000","12000"
"R8","00000000000001000000000000000000","2000","5967","6000","12000"
"R12","00000000000000000000000000001000","2000","3726","6000","12000"
"R8","00000000000000000010000000000000","2000","2885","6000","12000"
"R10","00000000000000000100000000000000","2000","2248","6000","12000"
"R3","00000000000000000000000000000010","2000","3199","6000","12000"
"LR","00000000000001000000000000000000","2000","5279","6000","12000"
"R11","00000100000000000000000000000000","2000","5832","6000","12000"
"R6","00000000000100000000000000000000","2000","4974","6000","12000"
"R3","01000000000000000000000000000000","2000","5993","6000","12000"
"LR","00001000000000000000000000000000","2000","5086","6000","12000"
"SP","00000000010000000000000000000000","2000","4975","6000","12000"
"LR","00000000000000000000000000001000","2000","3255","6000","12000"
"R11","00000000000000000000010000000000","2000","4171","6000","12000"
"R9","00000000000000000010000000000000","2000","5074","6000","12000"
"R7","00000000000000000100000000000000","2000","5746","6000","12000"
"R8","00000000000000000001000000000000","2000","2413","6000","12000"
"R0","00000000000000000001000000000000","2000","5029","6000","12000"
"R3","00000010000000000000000000000000","2000","3992","6000","12000"
"R1","00000000000000000000000010000000","2000","4811","6000","12000"
"R3","00100000000000000000000000000000","2000","4973","6000","12000"
"R12","00000100000000000000000000000000","2000","4538","6000","12000"
"LR","00000000000010000000000000000000","2000","3229","6000","12000"
"R0","00000000000000001000000000000000","2000","5940","6000","12000"
"PC","10000000000000000000000000000000","2000","4836","6000","12000"
"R4","00000001000000000000000000000000","2000","2094","6000","12000"
"R2","10000000000000000000000000000000","2000","4670","6000","12000"
"SP","00000000000000000001000000000000","2000","3788","6000","12000"
"R1","00000000000000000000000000001000","2000","2516","6000","12000"
"R5","00000000001000000000000000000000","2000","2888","6000","12000"
"R6","00000000000000000000000000010000","2000","5358","6000","12000"
"R5","00000000000000000000000000001000","2000","4018","6000","12000"
"R12","00000000000100000000000000000000","2000","5805","6000","12000"
"R11","00000000000000000000000000000100","2000","2801","6000","12000"
"R8","00000000000000000010000000000000","2000","2864","6000","12000"
"PC","00000000000000000000000000000010","2000","2216","6000","12000"
"R3","00000001000000000000000000000000","2000","4627","6000","12000"
"R3","00000001000000000000000000000000","2000","5395","6000","12000"
"R8","00001000000000000000000000000000","2000","5497","6000","12000"
"R7","00000000000100000000000000000000","2000","2160","6000","12000"
"R2","00000000000000000000010000000000","2000","5758","6000","12000"
"R6","00010000000000000000000000000000","2000","2235","6000","12000"
"PC","10000000000000000000000000000000","2000","4047","6000","12000"
"R12","00000000000000000010000000000000","2000","2034","6000","12000"
"LR","00010000000000000000000000000000","2000","2741","6000","12000"
"R9","00001000000000000000000000000000","2000","2359","6000","12000"
"LR","00100000000000000000000000000000","2000","3244","6000","12000"
"PC","00000000000000001000000000000000","2000","3412","6000","12000"
"R5","00000100000000000000000000000000","2000","2545","6000","12000"
"R7","01000000000000000000000000000000","2000","2520","6000","12000"
"PC","00000000000000000000000000001000","2000","4730","6000","12000"
"R8","00001000000000000000000000000000","2000","2752","6000","12000"
"R6","00000000000000000000000000100000","2000","3488","6000","12000"
"R1","00000000000000000100000000000000","2000","3697","6000","12000"
"R1","00000010000000000000000000000000","2000","4408","6000","12000"
"R11","00000000000000000000000000000001","2000","3969","6000","12000"
"R8","00000000010000000000000000000000","2000","3967","6000","12000"
"R5","00100000000000000000000000000000","2000","2165","6000","12000"
"SP","10000000000000000000000000000000","2000","4627","6000","12000"
"R3","00000000000100000000000000000000","2000","3909","6000","12000"
"R8","00000000000000000000000100000000","2000","5790","6000","12000"
"R3","00000000000000010000000000000000","2000","2620","6000","12000"
"SP","00000000000000000001000000000000","2000","4109","6000","12000"
"R12","00000100000000000000000000000000","2000","4156","6000","12000"
"R12","00000000000000000000010000000000","2000","2176","6000","12000"
"R5","00000000000001000000000000000000","2000","4670","6000","12000"
"R2","00000000000000000000100000000000","2000","3834","6000","12000"
"R9","00000000000000000000100000000000","2000","5623","6000","12000"
"R4","00000001000000000000000000000000","2000","2775","6000","12000"
"PC","00100000000000000000000000000000","2000","5526","6000","12000"
"R0","00010000000000000000000000000000","2000","2205","6000","12000"
"R11","00000000000000000000000000000010","2000","4585","6000","12000"
"SP","00000000000000000000000000000010","2000","5324","6000","12000"
"R1","00000000000000000000000010000000","2000","3071","6000","12000"
"PC","00000000000000000000000000001000","2000","2607","6000","12000"
"R0","00000000000000000010000000000000","2000","3049","6000","12000"
"R1","00000000000000010000000000000000","2000","5716","6000","12000"
"R6","00000000000000000000000000000010","2000","3610","6000","12000"
"R2","00000000000000000000010000000000","2000","5592","6000","12000"
"R4","00000000000000010000000000000000","2000","4462","6000","12000"
"R11","00000000000000100000000000000000","2000","5307","6000","12000"
"R3","00000000000000010000000000000000","2000","2566","6000","12000"
"R12","00000000000000000000000000001000","2000","2323","6000","12000"
"R6","00000000000000000010000000000000","2000","2001","6000","12000"
"LR","00000000000010000000000000000000","2000","2525","6000","12000"
"R2","01000000000000000000000000000000","2000","5830","6000","12000"
"R12","00000000000000001000000000000000","2000","4142","6000","12000"
"R6","00000000000000000000010000000000","2000","2029","6000","12000"
"R11","00000000000000000000000001000000","2000","4327","6000","12000"
"R1","00000000000000000000000000000100","2000","3230","6000","12000"
"R7","00000000000000000000000100000000","2000","4423","6000","12000"
"R11","00000000001000000000000000000000","2000","4706","6000","12000"
"R4","00000010000000000000000000000000","2000","4058","6000","12000"
"R8","00000000000000000100000000000000","2000","5846","6000","12000"
"R12","10000000000000000000000000000000","2000","3343","6000","12000"
"R1","10000000000000000000000000000000","2000","2285","6000","12000"
"R6","00000000000100000000000000000000","2000","2024","6000","12000"
"LR","00000000000000000000000100000000","2000","2933","6000","12000"
"R8","00000000000000000000001000000000","2000","3402","6000","12000"
"R8","00000000000001000000000000000000","2000","5458","6000","12000"
"R6","00000000000000000000000000000010","2000","5301","6000","12000"
"R12","00000000000000000010000000000000","2000","5094","6000","12000"
"SP","00000000100000000000000000000000","2000","2125","6000","12000"
"R9","00000000000000000000000000000001","2000","2354","6000","12000"
"R10","00000000000000000001000000000000","2000","3478","6000","12000"
"R6","00000100000000000000000000000000","2000","5206","6000","12000"
"R8","00000000000000000000000000000001","2000","2943","6000","12000"
"LR","00000000000000001000000000000000","2000","5076","6000","12000"
"R2","00000000000100000000000000000000","2000","4373","6000","12000"
"PC","00000000000000000000000100000000","2000","4915","6000","12000"
"R4","00000010000000000000000000000000","2000","5912","6000","12000"
"R0","00000000000001000000000000000000","2000","2431","6000","12000"
"R11","00000000000000000000000100000000","2000","5898","6000","12000"
"R10","01000000000000000000000000000000","2000","2126","6000","12000"
"R3","10000000000000000000000000000000","2000","5539","6000","12000"
"R10","00000000000000000000000000000001","2000","3070","6000","12000"
"LR","01000000000000000000000000000000","2000","4163","6000","12000"
"LR","00000000000000001000000000000000","2000","2649","6000","12000"
"R9","00000000000000000010000000000000","2000","2879","6000","12000"
"R9","00000000000000100000000000000000","2000","2522","6000","12000"
"R12","00000000000000010000000000000000","2000","4348","6000","12000"
"R5","00000001000000000000000000000000","2000","5610","6000","12000"
"PC","00001000000000000000000000000000","2000","3258","6000","12000"
"R1","00000000000010000000000000000000","2000","3747","6000","12000"
"LR","01000000000000000000000000000000","2000","2503","6000","12000"
"R2","00000000000000000000000000001000","2000","3286","6000","12000"
"R7","00000000000000000000001000000000","2000","4693","6000","12000"
"R0","00000000000001000000000000000000","2000","2439","6000","12000"
"R0","00000000000010000000000000000000","2000","3685","6000","12000"
"R11","10000000000000000000000000000000","2000","2294","6000","12000"
"R7","00000000000000000000000000010000","2000","2370","6000","12000"
"LR","00000001000000000000000000000000","2000","3481","6000","12000"
"R4","00001000000000000000000000000000","2000","3883","6000","12000"
"R7","00000000001000000000000000000000","2000","2084","6000","12000"
"SP","00000000010000000000000000000000","2000","2792","6000","12000"
"R9","10000000000000000000000000000000","2000","4779","6000","12000"
"R8","00000000000000000000010000000000","2000","3006","6000","12000"
"LR","00010000000000000000000000000000","2000","4766","6000","12000"
"R11","00001000000000000000000000000000","2000","2397","6000","12000"
"PC","00000100000000000000000000000000","2000","3187","6000","12000"
"R12","10000000000000000000000000000000","2000","2902","6000","12000"
"SP","00000000000000000000000000010000","2000","3010","6000","12000"
"R6","00000000000000001000000000000000","2000","2890","6000","12000"
"R3","00000010000000000000000000000000","2000","5577","6000","12000"
"PC","00000000001000000000000000000000","2000","2878","6000","12000"
"R9","00000000001000000000000000000000","2000","3536","6000","12000"
"R11","00000000000000000001000000000000","2000","5899","6000","12000"
"PC","00000100000000000000000000000000","2000","4103","6000","12000"
"R12","00000000000000000000000000000100","2000","4881","6000","12000"
"R10","00100000000000000000000000000000","2000","5515","6000","12000"
"R7","00000000000000001000000000000000","2000","4556","6000","12000"
"LR","00000000000000000000000100000000","2000","2887","6000","12000"
"R2","00000000000001000000000000000000","2000","2559","6000","12000"
"R4","00000000000000000000000000100000","2000","5879","6000","12000"
"R0","00000000000000000001000000000000","2000","4876","6000","12000"
"R1","00010000000000000000000000000000","2000","3112","6000","12000"
"R8","00000001000000000000000000000000","2000","3173","6000","12000"
"R9","00000000000000000000000000000001","2000","3612","6000","12000"
"R0","00000000000000000000000100000000","2000","2365","6000","12000"
"R5","00000010000000000000000000000000","2000","5801","6000","12000"
"R12","00000000000000000000010000000000","2000","5400","6000","12000"
"R8","00000100000000000000000000000000","2000","4001","6000","12000"
"R4","00000001000000000000000000000000","2000","2209","6000","12000"
"SP","00000000000000100000000000000000","2000","2924","6000","12000"
"R6","00000000000000000010000000000000","2000","5242","6000","12000"
"SP","00000000000000001000000000000000","2000","4081","6000","12000"
"R8","00000000000000000000000010000000","2000","3918","6000","12000"
"LR","10000000000000000000000000000000","2000","2804","6000","12000"
"R8","00100000000000000000000000000000","2000","4995","6000","12000"
"R2","00000000000000010000000000000000","2000","4697","6000","12000"
"R1","00000000000100000000000000000000","2000","3211","6000","12000"
"R2","00000001000000000000000000000000","2000","4486","6000","12000"
"R10","00000000000000000000100000000000","2000","3833","6000","12000"
"R7","00000000000000000000000000000100","2000","4167","6000","12000"
"R4","01000000000000000000000000000000","2000","2672","6000","12000"
"R4","10000000000000000000000000000000","2000","4875","6000","12000"
"R7","00001000000000000000000000000000","2000","2103","6000","12000"
"R4","00000000000001000000000000000000","2000","3628","6000","12000"
"R6","00000000000000000000000010000000","2000","3657","6000","12000"
"R3","00000000000010000000000000000000","2000","4396","6000","12000"
"R10","00000000000000000001000000000000","2000","2153","6000","12000"
"R12","00000000100000000000000000000000","2000","3067","6000","12000"
"SP","00010000000000000000000000000000","2000","5523","6000","12000"
"R6","00000000000000000000100000000000","2000","2868","6000","12000"
"SP","00000100000000000000000000000000","2000","2254","6000","12000"
"R8","00000000000000000000000010000000","2000","5255","6000","12000"
"PC","00010000000000000000000000000000","2000","4285","6000","12000"
"R7","10000000000000000000000000000000","2000","5458","6000","12000"
"R8","00000000010000000000000000000000","2000","3477","6000","12000"
"R5","00000000000000000000000000010000","2000","4104","6000","12000"
"PC","00000000000000000000000000000100","2000","3752","6000","12000"
"R8","00000100000000000000000000000000","2000","2163","6000","12000"
"SP","00000000000010000000000000000000","2000","4704","6000","12000"
"R2","00000000000000000000001000000000","2000","2774","6000","12000"
"R2","00000000000000000000000001000000","2000","4743","6000","12000"
"LR","00000000000000000000000010000000","2000","3339","6000","12000"
"LR","00000000000000000000010000000000","2000","5187","6000","12000"
"R3","00000000100000000000000000000000","2000","3596","6000","12000"
"PC","00000000000000000001000000000000","2000","3551","6000","12000"
"R7","00000000000000000000000000000010","2000","5485","6000","12000"
"R5","00000000001000000000000000000000","2000","4133","6000","12000"
"PC","01000000000000000000000000000000","2000","5894","6000","12000"
"R6","00100000000000000000000000000000","2000","3624","6000","12000"
"R0","00000000000000000000000010000000","2000","5870","6000","12000"
"R8","00000000000000000000000000000001","2000","5629","6000","12000"
"R12","00000000000000000000000000000100","2000","3010","6000","12000"
"R8","00000000000000000000000000000001","2000","5865","6000","12000"
"R8","00000000000000001000000000000000","2000","3526","6000","12000"
"R2","00000000000000010000000000000000","2000","3573","6000","12000"
"LR","00001000000000000000000000000000","2000","3298","6000","12000"
